Stkcd,year,Markettype,Nnindcd,Statco,Regcap,total_assets,total_liabilities,total_equity,revenue_total,revenue_main,cashflow_operating,asset_liability_ratio,guar_event_cnt,guar_amt_sum,guar_amt_mean,guar_listed_target_cnt,guar_nonlisted_target_cnt,guar_listed_target_ratio,rating_event_cnt,rating_agency_nunique,rating_longterm_nonnull_cnt,rating_latest_longterm,rating_latest_prospect,has_financial,has_rating,rating_norm,rating_score,prospect_code,label_rating_next_year,label_rating_score_next_year,label_downgrade_next_year
002510,2012,4,C36,N,1015138708.0,393546812.08,0.0,287193490.68,894032081.72,894032081.72,587304799.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,A+,稳定,1,1,A+,16.0,0.0,A+,16.0,0.0
002511,2012,4,C22,A,1286377813.0,172007956.74,0.0,184607582.0,2339454972.91,2339454972.91,1138446937.87,0.0,29.0,39235.48,3269.623333333333,0.0,29.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
002526,2012,4,C35,A,1782793836.0,351426102.8,0.0,751452412.08,1613515133.62,1613515133.62,1273481077.4,0.0,6.0,9400.0,2350.0,0.0,6.0,0.0,1.0,1.0,1.0,AA-,稳定,1,1,AA-,17.0,0.0,AA-,17.0,0.0
002539,2012,4,C26,A,1207723762.0,187303969.39,0.0,60498243.82,3424752974.08,3424752974.08,1058356325.11,0.0,27.0,86000.0,3909.090909090909,0.0,27.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
002564,2012,4,E48,A,869375282.0,450086279.34,0.0,1074305930.94,1776892577.2,1776892577.2,1572082988.33,0.0,6.0,2650.0,1325.0,0.0,6.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
002574,2012,4,C24,A,528000000.0,826979080.9,0.0,644382729.82,6656002315.1,6656002315.1,7305285524.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
002588,2012,4,C26,A,1151891980.0,1192203841.76,0.0,0.0,5056710799.28,5056710799.28,1948746270.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
002594,2012,4,C36,A,9117197565.0,120928000.0,0.0,13153992000.0,23796635000.0,23796635000.0,17780851000.0,0.0,204.0,2135742.16,10572.980990099011,0.0,204.0,0.0,1.0,1.0,1.0,AA+,稳定,1,1,AA+,19.0,0.0,AA+,19.0,0.0
002607,2012,4,P82,A,6167399389.0,90496035.61,0.0,613663.24,4126527207.17,4126527207.17,390022561.65,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,AA-,稳定,1,1,AA-,17.0,0.0,AA-,17.0,0.0
002608,2012,4,D44,A,3778079704.0,1265872654.81,0.0,210989257.72,2622268877.08,2622268877.08,1175589986.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
002617,2012,4,C38,A,1909173953.0,150364687.85,0.0,455424346.48,2597961086.79,2597961086.79,1628962290.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,AA-,稳定,1,1,AA-,17.0,0.0,AA-,17.0,0.0
002630,2012,4,C34,A,1180800000.0,1167914880.99,0.0,1136085367.72,2473516143.17,2473516143.17,1495330869.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
002638,2012,4,C38,A,1436594394.0,1685456717.48,0.0,337280109.31,821668289.88,821668289.88,757690981.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
002657,2012,4,I65,A,340051995.0,330440092.13,0.0,41864457.64,495008815.79,495008815.79,715822392.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,AA-,稳定,1,1,AA-,17.0,0.0,AA-,17.0,0.0
002659,2012,4,P82,A,598280384.0,395150316.78,0.0,288245340.61,760448867.47,760448867.47,451531226.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
601011,2012,1,C25,A,387000000.0,112961390.33,0.0,66596356.4,2258674843.34,2258674843.34,2153984868.03,0.0,2.0,10000.0,5000.0,0.0,2.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
601038,2012,1,C35,A,1123645275.0,1047554402.16,0.0,1097734067.88,11306378423.81,11226015147.76,8076572591.43,0.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,AA+,稳定,1,1,AA+,19.0,0.0,AA+,19.0,0.0
601058,2012,1,C29,A,3288100259.0,1038536966.76,0.0,1337746140.2,7074774551.62,7074774551.62,4177058204.07,0.0,13.0,140600.0,28120.0,0.0,13.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
601106,2012,1,C35,A,6538000000.0,2647761226.6,0.0,9324877563.0,7787378783.49,7787378783.49,4294555779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,AAA,稳定,1,1,AAA,21.0,0.0,AAA,21.0,0.0
601233,2012,1,C28,A,2400227363.0,575596057.59,0.0,13527862.49,18420572465.65,18420572465.65,8431296214.8,0.0,4.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
601238,2012,1,C36,A,10197065900.0,3332522136.0,0.0,0.0,12929751492.0,12874010550.0,226136904.0,0.0,5.0,21199.1828,4239.836560000001,0.0,5.0,0.0,1.0,1.0,1.0,AAA,稳定,1,1,AAA,21.0,0.0,AAA,21.0,0.0
601258,2012,1,F52,D,6675063402.0,6260197872.0,0.0,1255684933.0,7464147177.0,7464147177.0,8726597644.0,0.0,4.0,662573.7099,662573.7099,0.0,4.0,0.0,1.0,1.0,1.0,AA+,稳定,1,1,AA+,19.0,0.0,AA,18.0,1.0
601288,2012,1,J66,A,324794117000.0,0.0,0.0,,417727000000.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,AAA,稳定,1,1,AAA,21.0,0.0,AAA,21.0,0.0
601558,2012,1,C34,D,4020400000.0,3786417782.18,0.0,9788122956.67,4481962880.42,4481962880.42,5859106406.24,0.0,17.0,679000.0,39941.17647058824,0.0,17.0,0.0,2.0,1.0,2.0,AA+,负面,1,1,AA+,19.0,-1.0,AA,18.0,1.0
601608,2012,1,C35,A,4579553437.0,3805444269.64,0.0,816044557.15,7235808058.72,7235808058.72,4401327390.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,AA+,稳定,1,1,AA+,19.0,0.0,AA+,19.0,0.0
601669,2012,1,E48,A,17226159334.0,5592891086.47,0.0,131726944.25,127036572408.44,127036572408.44,302867211.03,0.0,82.0,3720239.0,45368.76829268293,0.0,82.0,0.0,2.0,1.0,2.0,AAA,稳定,1,1,AAA,21.0,0.0,AAA,21.0,0.0
601777,2012,1,C36,A,4521100071.0,831804757.16,0.0,3197034881.69,1111629494.58,1111629494.58,733958574.78,0.0,12.0,216500.0,30928.571428571428,0.0,12.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
601800,2012,1,E48,A,16274494225.0,29694418964.0,0.0,1029557515.0,296227385321.0,296227385321.0,7739143213.0,0.0,58.0,121113.0,11010.272727272728,0.0,58.0,0.0,1.0,1.0,1.0,AAA,稳定,1,1,AAA,21.0,0.0,AAA,21.0,0.0
601877,2012,1,C38,A,1005000000.0,3130001282.53,0.0,856990303.52,10703163376.13,10703163376.13,10029222562.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,AA+,稳定,1,1,AA+,19.0,0.0,AA+,19.0,0.0
601880,2012,1,G55,A,23571767213.0,1401052125.17,0.0,278082597.18,4644558994.83,4644558994.83,2668593388.12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,AAA,稳定,1,1,AAA,21.0,0.0,AAA,21.0,0.0
601886,2012,1,E50,A,1133002060.0,1788486276.41,0.0,4554134726.4,8989204511.39,8989204511.39,5407763062.36,0.0,15.0,63662.746492,9094.678070285714,0.0,15.0,0.0,1.0,1.0,1.0,AA+,稳定,1,1,AA+,19.0,0.0,AA+,19.0,0.0
002340,2013,4,C42,A,5103333507.0,111272270.08,0.0,1245974.34,3486028287.86,3486028287.86,177810022.5,0.0,10.0,6100.0,1016.6666666666666,0.0,10.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
002347,2013,4,C34,A,187200000.0,220052006.75,0.0,369033669.64,358019290.86,358019290.86,299658404.46,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,AA-,稳定,1,1,AA-,17.0,0.0,AA-,17.0,0.0
002375,2013,4,E50,A,635437500.0,1045529137.6,0.0,4682009364.67,12142947352.9,12142947352.9,4781761951.04,0.0,20.0,45500.0,3791.6666666666665,0.0,20.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
002377,2013,4,K70,A,916325201.0,266954163.38,0.0,478303698.42,910781705.91,910781705.91,870218984.04,0.0,9.0,9495.94,2373.985,0.0,9.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
002385,2013,4,C13,A,4300078565.0,479054947.5,0.0,504313872.58,16661124004.23,16661124004.23,1056740061.03,0.0,23.0,2500.0,2500.0,0.0,23.0,0.0,1.0,1.0,1.0,AA+,稳定,1,1,AA+,19.0,0.0,AA,18.0,1.0
002386,2013,4,C26,A,1301647073.0,995193533.01,0.0,299352563.67,2057663182.52,2057663182.52,1833600496.78,0.0,95.0,118968.0,4957.0,0.0,95.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
002387,2013,4,C39,A,1396796043.0,151665081.22,0.0,1517960.19,697156325.35,697156325.35,214554632.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
002394,2013,4,C17,A,323700000.0,959264220.55,0.0,230663911.16,3205146878.03,3205146878.03,2272079686.32,0.0,34.0,19750.0,897.7272727272727,0.0,34.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
002418,2013,4,C34,A,1136400000.0,62421108.93,0.0,194890129.39,1472681059.64,1472681059.64,626359539.72,0.0,9.0,3807.0,3807.0,0.0,9.0,0.0,1.0,1.0,1.0,AA-,稳定,1,1,AA-,17.0,0.0,AA-,17.0,0.0
002420,2013,4,C29,N,411290000.0,251552161.5,0.0,716321827.41,2735049453.09,2735049453.09,1551177431.25,0.0,10.0,25163.25,2795.9166666666665,0.0,10.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA-,17.0,1.0
002422,2013,4,C27,A,1598053372.0,1799380887.0,0.0,1515150743.0,6831281981.0,6831281981.0,4308448258.0,0.0,2.0,2700.0,1350.0,0.0,2.0,0.0,2.0,1.0,2.0,AA+,稳定,1,1,AA+,19.0,0.0,AA+,19.0,0.0
002431,2013,4,E48,A,1802404765.0,681165814.89,0.0,1278676311.33,4297297488.82,4297297488.82,2384638159.99,0.0,2.0,6040.0,3020.0,0.0,2.0,0.0,2.0,2.0,2.0,AA-,稳定,1,1,AA-,17.0,0.0,AA-,17.0,0.0
002434,2013,4,C36,A,1312600000.0,588889214.45,0.0,155802470.83,1425301415.78,1425301415.78,964860236.43,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,AA-,稳定,1,1,AA-,17.0,0.0,AA,18.0,0.0
002449,2013,4,C39,A,430000000.0,936856204.91,0.0,259817782.35,1142376274.38,1142376274.38,699471107.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
002450,2013,4,C29,D,3540900282.0,1522266848.14,0.0,117414379.72,3192701967.08,3192701967.08,1008140767.91,0.0,30.0,700152.98,26928.96076923077,0.0,30.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
002479,2013,4,D44,A,737800000.0,324633382.98,0.0,131744099.26,3167752858.11,3167752858.11,1225610876.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
002480,2013,4,C34,A,560000000.0,322211255.21,0.0,778351330.93,1247243401.51,1247243401.51,692093264.1,0.0,12.0,7000.0,3500.0,0.0,12.0,0.0,1.0,1.0,1.0,AA-,负面,1,1,AA-,17.0,-1.0,AA-,17.0,0.0
002482,2013,4,E50,A,3750962363.0,1804214895.86,0.0,4365140136.35,8371127124.67,8371127124.67,5344603601.01,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
002485,2013,4,N78,A,544000000.0,292005774.83,0.0,487869939.68,1259200222.18,1259200222.18,1165260800.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
002486,2013,4,C18,A,824283100.0,237683124.22,0.0,111170617.28,896410315.8,896410315.8,757223232.0,0.0,7.0,4102.775,1025.69375,0.0,7.0,0.0,1.0,1.0,1.0,AA-,稳定,1,1,AA-,17.0,0.0,AA-,17.0,0.0
002490,2013,4,C35,A,797848400.0,477333126.1,0.0,562804031.4,2363939820.73,2363939820.73,1794898879.59,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA-,17.0,1.0
002500,2013,4,J67,A,3589771547.0,4331190008.0,0.0,1743946691.0,1208462893.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,AA+,稳定,1,1,AA+,19.0,0.0,AA+,19.0,0.0
002505,2013,4,F51,D,6374261088.0,221331445.58,0.0,4095630.01,453295884.21,453295884.21,444691560.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
002506,2013,4,C39,A,5850316427.0,1127668.31,0.0,1942339836.25,305021095.76,305021095.76,25139982.51,0.0,59.0,269048.66,5076.389811320754,1.0,58.0,0.0169491525423728,2.0,1.0,2.0,CCC,稳定,1,1,CCC,4.0,0.0,C,2.0,1.0
002511,2013,4,C22,A,1286377813.0,576588968.6,0.0,221536877.38,2501718710.31,2501718710.31,711361791.42,0.0,63.0,183367.01,5393.147352941177,0.0,63.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
002526,2013,4,C35,A,1782793836.0,339079180.41,0.0,753332631.63,1454760458.71,1454760458.71,984939437.47,0.0,6.0,8800.0,1466.6666666666667,0.0,6.0,0.0,2.0,1.0,2.0,AA-,稳定,1,1,AA-,17.0,0.0,AA-,17.0,0.0
002539,2013,4,C26,A,1207723762.0,157077490.79,0.0,127687666.8,3848717245.77,3848717245.77,1767660656.5,0.0,37.0,125660.0,4188.666666666667,0.0,37.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
002564,2013,4,E48,A,869375282.0,440057802.6,0.0,1385328112.84,2039791573.86,2039791573.86,1584533784.83,0.0,17.0,15993.2,1332.7666666666669,0.0,17.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
002574,2013,4,C24,A,528000000.0,992055077.97,0.0,493577003.48,8557803840.57,8557803840.57,10042179038.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
002586,2013,4,E48,N,203300000.0,324633047.91,0.0,748534704.13,1361399678.83,1361399678.83,1235208640.31,0.0,16.0,13500.0,1500.0,0.0,16.0,0.0,2.0,1.0,2.0,AA-,稳定,1,1,AA-,17.0,0.0,AA-,17.0,0.0
002588,2013,4,C26,A,1151891980.0,1383913894.74,0.0,0.0,5345499934.49,5345499934.49,131567546.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
002594,2013,4,C36,A,9117197565.0,322718000.0,0.0,4969250000.0,27113666000.0,27113666000.0,39845760000.0,0.0,262.0,2046200.45,8024.315490196078,0.0,262.0,0.0,2.0,1.0,2.0,AA+,稳定,1,1,AA+,19.0,0.0,AA+,19.0,0.0
002596,2013,4,C30,A,1147580518.0,173701335.69,0.0,423355797.1,1102020635.32,1102020635.32,540927682.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,AA-,稳定,1,1,AA-,17.0,0.0,AA-,17.0,0.0
002607,2013,4,P82,A,6167399389.0,119520127.2,0.0,1094050.68,5045744552.8,5045744552.8,382178510.01,0.0,38.0,66676.67,1961.0785294117647,0.0,38.0,0.0,1.0,1.0,1.0,AA-,稳定,1,1,AA-,17.0,0.0,AA-,17.0,0.0
002608,2013,4,D44,A,3778079704.0,781406886.22,0.0,922878249.46,2960686567.46,2960686567.46,1649561081.67,0.0,22.0,92096.82,4385.562857142858,0.0,22.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
002617,2013,4,C38,A,1909173953.0,159448992.83,0.0,397487578.04,2298564756.4,2298564756.4,1613666560.89,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,AA-,稳定,1,1,AA-,17.0,0.0,AA-,17.0,0.0
002627,2013,4,G54,A,724601378.0,125744243.04,0.0,9193708.41,235768259.26,235768259.26,236102462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,A+,稳定,1,1,A+,16.0,0.0,A+,16.0,0.0
002630,2013,4,C34,A,1180800000.0,402423325.51,0.0,1525507792.47,3199939530.52,3199939530.52,1888465437.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
002638,2013,4,C38,A,1436594394.0,1589367364.61,0.0,506895150.05,1140513683.01,1140513683.01,964469923.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
002659,2013,4,P82,A,598280384.0,188068824.45,0.0,254562657.58,670027155.91,670027155.91,632208170.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA-,17.0,1.0
002663,2013,4,E48,A,1723348902.0,1059945696.12,0.0,636659168.2,2393430328.86,2393430328.86,1492612832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
002682,2013,4,G54,A,208000000.0,173026465.58,0.0,7435740.25,1977437743.81,1977437743.81,428697464.22,0.0,14.0,20000.0,2857.1428571428573,0.0,14.0,0.0,1.0,1.0,1.0,AA-,稳定,1,1,AA-,17.0,0.0,AA-,17.0,0.0
002701,2013,4,C33,A,2559760469.0,439558964.0,0.0,513079299.0,4567022558.0,4567022558.0,2786035103.0,0.0,15.0,55124.61,6124.956666666667,0.0,15.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
300147,2013,16,C27,A,661279045.0,548155468.29,0.0,91016449.68,631100650.06,631100650.06,693693517.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,AA,稳定,1,1,AA,18.0,0.0,AA,18.0,0.0
300197,2013,16,N77,A,2965225927.0,533989238.09,0.0,111363977.11,1489898501.71,1489898501.71,566376352.82,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,AA-,稳定,1,1,AA-,17.0,0.0,AA-,17.0,0.0
